"Bestaande koopwoningen; gemiddelde verkoopprijzen, regio"
""
"";"";"";"Perioden"
"Gemert";"Gemiddelde verkoopprijs";"euro";"106585";"";"";"";"";"";"";"";"";"";""
"Gemert-Bakel";"Gemiddelde verkoopprijs";"euro";"";"198386";"260513";"250745";"249418";"354070";"397333";"434704";"438779";"443910";"523546"
"Gendringen";"Gemiddelde verkoopprijs";"euro";"91095";"167360";"";"";"";"";"";"";"";"";""
"Gendt";"Gemiddelde verkoopprijs";"euro";"94960";"193551";"";"";"";"";"";"";"";"";""
"Genemuiden";"Gemiddelde verkoopprijs";"euro";"64380";"126086";"";"";"";"";"";"";"";"";""
"Gennep";"Gemiddelde verkoopprijs";"euro";"99812";"176163";"233217";"227177";"202459";"302087";"333719";"356673";"381468";"447992";"461925"
"Giessenlanden";"Gemiddelde verkoopprijs";"euro";"83452";"210933";"261471";"323205";"240364";"";"";"";"";"";""
"Gieten";"Gemiddelde verkoopprijs";"euro";"96326";"";"";"";"";"";"";"";"";"";""
"Gilze en Rijen";"Gemiddelde verkoopprijs";"euro";"107707";"175828";"247158";"254235";"230286";"334905";"357378";"391598";"404290";"438198";"461024"
"Goedereede";"Gemiddelde verkoopprijs";"euro";"108324";"182771";"285677";"284900";"";"";"";"";"";"";""
"Goeree-Overflakkee";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"227736";"307985";"344018";"354350";"386668";"413512";"453640"
"Goes";"Gemiddelde verkoopprijs";"euro";"80794";"140527";"221588";"225860";"209007";"290407";"319274";"358022";"344828";"372642";"397671"
"Goirle";"Gemiddelde verkoopprijs";"euro";"114207";"201713";"277226";"281198";"251616";"380762";"447211";"480889";"469884";"538147";"549970"
"Gooise Meren";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"551008";"647094";"692724";"656361";"677398";"721747"
"Goor";"Gemiddelde verkoopprijs";"euro";"86389";"158234";"";"";"";"";"";"";"";"";""
"Gorinchem";"Gemiddelde verkoopprijs";"euro";"89486";"159488";"215838";"235063";"210947";"299465";"378024";"398529";"395739";"425775";"446015"
"Gorssel";"Gemiddelde verkoopprijs";"euro";"144097";"301562";"";"";"";"";"";"";"";"";""
"Gouda";"Gemiddelde verkoopprijs";"euro";"90808";"163068";"193993";"193318";"192073";"278996";"327961";"370521";"363025";"393908";"420550"
"Graafstroom";"Gemiddelde verkoopprijs";"euro";"125191";"210211";"258527";"306403";"";"";"";"";"";"";""
"Graft-De Rijp";"Gemiddelde verkoopprijs";"euro";"97064";"176293";"261122";"273661";"";"";"";"";"";"";""
"Gramsbergen";"Gemiddelde verkoopprijs";"euro";"82291";"163023";"";"";"";"";"";"";"";"";""
"Grave";"Gemiddelde verkoopprijs";"euro";"93333";"183949";"217837";"240218";"203314";"299003";"329522";"";"";"";""
"'s-Graveland";"Gemiddelde verkoopprijs";"euro";"127290";"234015";"";"";"";"";"";"";"";"";""
"'s-Gravendeel";"Gemiddelde verkoopprijs";"euro";"84544";"160608";"201571";"";"";"";"";"";"";"";""
"'s-Gravenhage (gemeente)";"Gemiddelde verkoopprijs";"euro";"74053";"135368";"195514";"227616";"231302";"355807";"411717";"454312";"413689";"447417";"465418"
"'s-Gravenmoer";"Gemiddelde verkoopprijs";"euro";"107106";"";"";"";"";"";"";"";"";"";""
"'s-Gravenzande";"Gemiddelde verkoopprijs";"euro";"111998";"189951";"";"";"";"";"";"";"";"";""
"Groenlo";"Gemiddelde verkoopprijs";"euro";"100822";"127197";"200500";"";"";"";"";"";"";"";""
"Groesbeek";"Gemiddelde verkoopprijs";"euro";"107541";"271383";"264560";"285720";"231622";"";"";"";"";"";""
"Groningen (gemeente)";"Gemiddelde verkoopprijs";"euro";"62635";"99943";"164280";"180217";"177441";"278720";"321804";"353917";"349931";"373411";"396626"
"Grootegast";"Gemiddelde verkoopprijs";"euro";"76677";"121065";"185869";"196103";"174379";"";"";"";"";"";""
"Grubbenvorst";"Gemiddelde verkoopprijs";"euro";"102201";"154702";"";"";"";"";"";"";"";"";""
"Gulpen";"Gemiddelde verkoopprijs";"euro";"104718";"";"";"";"";"";"";"";"";"";""
"Gulpen-Wittem";"Gemiddelde verkoopprijs";"euro";"";"193324";"214460";"226792";"228371";"294178";"354940";"390058";"355648";"373788";"435714"
"Haaksbergen";"Gemiddelde verkoopprijs";"euro";"101745";"192519";"229458";"225473";"211798";"306543";"363530";"373671";"371944";"393313";"448539"
"Haaren";"Gemiddelde verkoopprijs";"euro";"82007";"278230";"373042";"359858";"322255";"427129";"";"";"";"";""
"Haarlem";"Gemiddelde verkoopprijs";"euro";"83039";"163672";"227984";"267413";"268197";"447447";"507862";"561362";"507289";"548843";"576569"
"Haarlemmerliede en Spaarnwoude";"Gemiddelde verkoopprijs";"euro";"116373";"198126";"280634";"284811";"244228";"";"";"";"";"";""
"Haarlemmermeer";"Gemiddelde verkoopprijs";"euro";"109264";"202361";"252605";"270473";"252111";"403265";"470338";"527074";"507636";"555385";"591975"
"Haelen";"Gemiddelde verkoopprijs";"euro";"99311";"163222";"194937";"";"";"";"";"";"";"";""
"Halderberge";"Gemiddelde verkoopprijs";"euro";"";"182389";"247370";"269421";"226664";"316915";"353175";"372943";"398819";"428065";"467811"
"Halsteren";"Gemiddelde verkoopprijs";"euro";"95885";"";"";"";"";"";"";"";"";"";""
"Den Ham";"Gemiddelde verkoopprijs";"euro";"77580";"172147";"";"";"";"";"";"";"";"";""
"Hardenberg";"Gemiddelde verkoopprijs";"euro";"82666";"159893";"203574";"202037";"192597";"270151";"303203";"353450";"349124";"384458";"390363"
"Harderwijk";"Gemiddelde verkoopprijs";"euro";"98561";"185752";"245397";"251015";"238579";"338710";"369508";"450728";"437767";"469214";"473911"
"Hardinxveld-Giessendam";"Gemiddelde verkoopprijs";"euro";"95714";"161210";"237991";"234917";"203843";"279851";"326786";"390187";"374112";"365045";"445202"
"Haren";"Gemiddelde verkoopprijs";"euro";"120413";"209076";"309713";"296918";"302170";"";"";"";"";"";""
"Harenkarspel";"Gemiddelde verkoopprijs";"euro";"93709";"171429";"250569";"254357";"";"";"";"";"";"";""
"Harlingen";"Gemiddelde verkoopprijs";"euro";"64447";"105496";"169089";"175716";"170472";"234161";"272258";"311678";"298340";"324498";"363299"
"Harmelen";"Gemiddelde verkoopprijs";"euro";"121244";"212483";"";"";"";"";"";"";"";"";""
"Hasselt";"Gemiddelde verkoopprijs";"euro";"81030";"158816";"";"";"";"";"";"";"";"";""
"Hattem";"Gemiddelde verkoopprijs";"euro";"120635";"215094";"280867";"308225";"252723";"336286";"437348";"509050";"469519";"495443";"523439"
"Havelte";"Gemiddelde verkoopprijs";"euro";"110151";"";"";"";"";"";"";"";"";"";""
"Hedel";"Gemiddelde verkoopprijs";"euro";"106271";"";"";"";"";"";"";"";"";"";""
"Heel";"Gemiddelde verkoopprijs";"euro";"94071";"169033";"211675";"";"";"";"";"";"";"";""
"Heemskerk";"Gemiddelde verkoopprijs";"euro";"87023";"157032";"209069";"223218";"221822";"355754";"404142";"418202";"429159";"470114";"521081"
"Heemstede";"Gemiddelde verkoopprijs";"euro";"157278";"307890";"396675";"438239";"440883";"647455";"694937";"805009";"708279";"750318";"798428"
"Heerde";"Gemiddelde verkoopprijs";"euro";"121513";"227675";"295846";"271153";"244140";"352913";"404432";"487890";"479099";"499083";"520052"
"Heerenveen";"Gemiddelde verkoopprijs";"euro";"88265";"152388";"193539";"217437";"202490";"286218";"317736";"358246";"362420";"374956";"418883"
"Heerewaarden";"Gemiddelde verkoopprijs";"euro";"85521";"";"";"";"";"";"";"";"";"";""
"Heerhugowaard";"Gemiddelde verkoopprijs";"euro";"83597";"152068";"197569";"221137";"200886";"300434";"323983";"";"";"";""
"Heerjansdam";"Gemiddelde verkoopprijs";"euro";"90682";"172368";"";"";"";"";"";"";"";"";""
"Heerlen";"Gemiddelde verkoopprijs";"euro";"79269";"125627";"142184";"143523";"144517";"202356";"230616";"251269";"246595";"270045";"284279"
"Heesch";"Gemiddelde verkoopprijs";"euro";"72471";"";"";"";"";"";"";"";"";"";""
"Heeze";"Gemiddelde verkoopprijs";"euro";"115698";"";"";"";"";"";"";"";"";"";""
"Heeze-Leende";"Gemiddelde verkoopprijs";"euro";"";"251843";"304237";"320577";"283076";"393230";"433505";"404584";"482660";"519405";"563341"
"Heiloo";"Gemiddelde verkoopprijs";"euro";"112161";"254085";"300648";"323048";"274007";"439156";"558472";"561046";"555327";"590476";"609771"
"Heino";"Gemiddelde verkoopprijs";"euro";"101516";"197109";"";"";"";"";"";"";"";"";""
"Helden";"Gemiddelde verkoopprijs";"euro";"108343";"179512";"238613";"";"";"";"";"";"";"";""
"Den Helder";"Gemiddelde verkoopprijs";"euro";"60839";"109144";"155514";"150061";"151360";"195946";"225902";"270723";"262913";"291964";"319893"
"Hellendoorn";"Gemiddelde verkoopprijs";"euro";"91042";"170865";"221999";"237147";"215075";"307962";"334791";"382052";"378769";"421041";"458353"
"Hellevoetsluis";"Gemiddelde verkoopprijs";"euro";"91911";"146110";"211449";"209862";"201638";"287915";"306338";"363119";"";"";""
"Helmond";"Gemiddelde verkoopprijs";"euro";"81706";"178004";"230095";"232173";"213328";"305792";"339835";"382110";"389050";"434832";"458882"
"Helvoirt";"Gemiddelde verkoopprijs";"euro";"149091";"";"";"";"";"";"";"";"";"";""
"Hendrik-Ido-Ambacht";"Gemiddelde verkoopprijs";"euro";"102339";"163374";"218595";"216565";"216614";"348122";"380186";"429593";"413446";"405424";"490111"
"Hengelo (Gld.)";"Gemiddelde verkoopprijs";"euro";"122162";"200221";"";"";"";"";"";"";"";"";""
"Hengelo (O.)";"Gemiddelde verkoopprijs";"euro";"80673";"145539";"184516";"191882";"175274";"249108";"289151";"324423";"323659";"348616";"378471"
"'s-Hertogenbosch";"Gemiddelde verkoopprijs";"euro";"100092";"191688";"246806";"261128";"253262";"371124";"412222";"463836";"443955";"478097";"506467"
"Heteren";"Gemiddelde verkoopprijs";"euro";"103463";"199557";"";"";"";"";"";"";"";"";""
"Heumen";"Gemiddelde verkoopprijs";"euro";"120902";"217530";"302561";"311444";"289183";"371889";"403251";"463793";"436401";"530525";"558583"
"Heusden";"Gemiddelde verkoopprijs";"euro";"103971";"214837";"275896";"274736";"254451";"371950";"411890";"473782";"445212";"496487";"534587"
"Heythuysen";"Gemiddelde verkoopprijs";"euro";"105516";"171463";"212365";"";"";"";"";"";"";"";""
"Hillegom";"Gemiddelde verkoopprijs";"euro";"109956";"202194";"240442";"241679";"212507";"324741";"392555";"478292";"428285";"473381";"500757"
"Hilvarenbeek";"Gemiddelde verkoopprijs";"euro";"114728";"235464";"296309";"329000";"299696";"403876";"474617";"541379";"520360";"539766";"534369"
"Hilversum";"Gemiddelde verkoopprijs";"euro";"115487";"235920";"271786";"297574";"280239";"440080";"521263";"524216";"505257";"547970";"539765"
"Hoeksche Waard";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"329804";"364756";"403746";"405396";"436897";"500231"
"Hoevelaken";"Gemiddelde verkoopprijs";"euro";"123855";"";"";"";"";"";"";"";"";"";""
"Hoeven";"Gemiddelde verkoopprijs";"euro";"130923";"";"";"";"";"";"";"";"";"";""
"Hof van Twente";"Gemiddelde verkoopprijs";"euro";"";"";"206705";"232595";"225881";"299266";"354722";"383248";"396306";"434320";"432647"
"Het Hogeland";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"200484";"251832";"286572";"285779";"305478";"356956"
"Hollands Kroon";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"197365";"256800";"302564";"366867";"379619";"375871";"415671"
"Holten";"Gemiddelde verkoopprijs";"euro";"130864";"188765";"";"";"";"";"";"";"";"";""
"Hontenisse";"Gemiddelde verkoopprijs";"euro";"66507";"89910";"";"";"";"";"";"";"";"";""
"Hooge en Lage Mierde";"Gemiddelde verkoopprijs";"euro";"135236";"";"";"";"";"";"";"";"";"";""
"Hooge en Lage Zwaluwe";"Gemiddelde verkoopprijs";"euro";"112367";"";"";"";"";"";"";"";"";"";""
"Hoogeloon, Hapert en Casteren";"Gemiddelde verkoopprijs";"euro";"113935";"";"";"";"";"";"";"";"";"";""
"Hoogeveen";"Gemiddelde verkoopprijs";"euro";"76666";"140889";"165674";"196371";"174397";"232875";"272291";"311475";"307248";"347847";"365219"
"Hoogezand-Sappemeer";"Gemiddelde verkoopprijs";"euro";"71203";"105992";"152832";"160093";"160547";"";"";"";"";"";""
"Hoorn";"Gemiddelde verkoopprijs";"euro";"88495";"155768";"205290";"207710";"194761";"294233";"351708";"384165";"379412";"408895";"460312"
"Horst";"Gemiddelde verkoopprijs";"euro";"97179";"170910";"";"";"";"";"";"";"";"";""
"Horst aan de Maas";"Gemiddelde verkoopprijs";"euro";"";"";"210991";"219936";"216232";"296947";"327659";"364811";"364033";"406190";"436096"
"Houten";"Gemiddelde verkoopprijs";"euro";"128757";"208864";"276679";"311081";"289409";"446636";"502688";"564254";"525070";"592703";"583825"
"Huijbergen";"Gemiddelde verkoopprijs";"euro";"104597";"";"";"";"";"";"";"";"";"";""
"Huissen";"Gemiddelde verkoopprijs";"euro";"98625";"165409";"";"";"";"";"";"";"";"";""
"Huizen";"Gemiddelde verkoopprijs";"euro";"131610";"298526";"343266";"291376";"305102";"449470";"536037";"581623";"531067";"584287";"616191"
"Hulst";"Gemiddelde verkoopprijs";"euro";"65033";"102309";"165049";"182051";"194385";"246569";"271034";"305894";"287857";"310619";"349428"
"Hummelo en Keppel";"Gemiddelde verkoopprijs";"euro";"108463";"251598";"";"";"";"";"";"";"";"";""
"Hunsel";"Gemiddelde verkoopprijs";"euro";"97161";"176183";"211193";"";"";"";"";"";"";"";""
"IJsselham";"Gemiddelde verkoopprijs";"euro";"71084";"148473";"";"";"";"";"";"";"";"";""
"IJsselmuiden";"Gemiddelde verkoopprijs";"euro";"84519";"151084";"";"";"";"";"";"";"";"";""
"IJsselstein";"Gemiddelde verkoopprijs";"euro";"104250";"197387";"238726";"282636";"255430";"367980";"413115";"493830";"475722";"501125";"514826"
"Jacobswoude";"Gemiddelde verkoopprijs";"euro";"136797";"250841";"287374";"";"";"";"";"";"";"";""
"Kaag en Braassem";"Gemiddelde verkoopprijs";"euro";"";"";"";"263128";"247183";"383736";"441190";"492745";"487753";"520723";"599806"
"Kampen";"Gemiddelde verkoopprijs";"euro";"74369";"131882";"197167";"202032";"199886";"269422";"310676";"344255";"353228";"364694";"413115"
"Kapelle";"Gemiddelde verkoopprijs";"euro";"81191";"143624";"213836";"214930";"224522";"289124";"327750";"355556";"374884";"396204";"413130"
"Katwijk";"Gemiddelde verkoopprijs";"euro";"108842";"178603";"235748";"264701";"236911";"361519";"388991";"466023";"467919";"494961";"529500"
"Kerkrade";"Gemiddelde verkoopprijs";"euro";"85999";"129601";"131913";"146410";"143898";"194105";"216618";"237848";"242591";"262548";"270119"
"Kerkwijk";"Gemiddelde verkoopprijs";"euro";"116455";"";"";"";"";"";"";"";"";"";""
"Kessel";"Gemiddelde verkoopprijs";"euro";"102920";"183168";"272073";"";"";"";"";"";"";"";""
"Kesteren";"Gemiddelde verkoopprijs";"euro";"116094";"220961";"";"";"";"";"";"";"";"";""
"Klundert";"Gemiddelde verkoopprijs";"euro";"92536";"";"";"";"";"";"";"";"";"";""
"Koggenland";"Gemiddelde verkoopprijs";"euro";"";"";"";"229511";"213360";"340448";"388633";"401706";"399324";"449375";"454904"
"Kollumerland en Nieuwkruisland";"Gemiddelde verkoopprijs";"euro";"63844";"120583";"175499";"181520";"180406";"";"";"";"";"";""
"Korendijk";"Gemiddelde verkoopprijs";"euro";"92152";"198857";"235071";"256023";"207497";"";"";"";"";"";""
"Krimpen aan den IJssel";"Gemiddelde verkoopprijs";"euro";"108267";"185729";"255908";"254359";"239649";"336995";"373643";"413193";"425298";"451093";"481993"
"Krimpenerwaard";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"228836";"338238";"386435";"410418";"420436";"443022";"488261"
"Laarbeek";"Gemiddelde verkoopprijs";"euro";"";"225226";"284548";"287390";"248923";"334854";"419784";"476186";"434148";"482649";"496740"
"Landerd";"Gemiddelde verkoopprijs";"euro";"106453";"213105";"262736";"329147";"256368";"381620";"433780";"";"";"";""
"Land van Cuijk";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"";"";"394888";"395464";"426340";"442631"
"Landgraaf";"Gemiddelde verkoopprijs";"euro";"89040";"144064";"164228";"174867";"166851";"217604";"257710";"282061";"271284";"291195";"327701"
"Landsmeer";"Gemiddelde verkoopprijs";"euro";"123648";"281173";"301145";"312928";"314196";"538061";"593680";"723995";"634565";"673334";"706179"
"Langbroek";"Gemiddelde verkoopprijs";"euro";"165362";"";"";"";"";"";"";"";"";"";""
"Langedijk";"Gemiddelde verkoopprijs";"euro";"106779";"172874";"254901";"284514";"259037";"353062";"370206";"";"";"";""
"Lansingerland";"Gemiddelde verkoopprijs";"euro";"";"";"";"306754";"270344";"427658";"468193";"551857";"525887";"570108";"596867"
"Laren (NH.)";"Gemiddelde verkoopprijs";"euro";"206969";"519574";"578934";"609967";"559259";"788028";"989352";"1030092";"1050433";"1047685";"977945"
"Leek";"Gemiddelde verkoopprijs";"euro";"87214";"144676";"211868";"227435";"204618";"";"";"";"";"";""
"Leende";"Gemiddelde verkoopprijs";"euro";"105776";"";"";"";"";"";"";"";"";"";""
"Leerdam";"Gemiddelde verkoopprijs";"euro";"102275";"175872";"246416";"265514";"218134";"";"";"";"";"";""
"Leersum";"Gemiddelde verkoopprijs";"euro";"137292";"306267";"308614";"";"";"";"";"";"";"";""
"Leeuwarden";"Gemiddelde verkoopprijs";"euro";"56599";"95702";"143596";"162912";"157690";"230738";"262188";"287719";"294731";"310226";"319443"
"Leeuwarderadeel";"Gemiddelde verkoopprijs";"euro";"71054";"118574";"185253";"186069";"177736";"";"";"";"";"";""
"Leiden";"Gemiddelde verkoopprijs";"euro";"96880";"169188";"228423";"247368";"236456";"359467";"405468";"462784";"454317";"474092";"492047"
"Leiderdorp";"Gemiddelde verkoopprijs";"euro";"116518";"190953";"228382";"273562";"247089";"343268";"416150";"456404";"460174";"493497";"532464"
"Leidschendam";"Gemiddelde verkoopprijs";"euro";"116371";"185145";"";"";"";"";"";"";"";"";""
"Leidschendam-Voorburg";"Gemiddelde verkoopprijs";"euro";"";"";"229140";"259285";"259401";"374089";"432286";"469847";"446942";"474420";"501744"
"Lelystad";"Gemiddelde verkoopprijs";"euro";"80373";"131274";"174333";"193575";"179997";"273122";"332187";"380395";"372216";"405965";"426903"
"Lemsterland";"Gemiddelde verkoopprijs";"euro";"69762";"152632";"211641";"232538";"";"";"";"";"";"";""
"Leudal";"Gemiddelde verkoopprijs";"euro";"";"";"";"229473";"197220";"289030";"324308";"358597";"361361";"398408";"428849"
"Leusden";"Gemiddelde verkoopprijs";"euro";"110986";"226726";"261142";"284713";"269736";"419046";"434561";"518247";"464698";"543918";"573062"
"Lichtenvoorde";"Gemiddelde verkoopprijs";"euro";"89614";"179349";"";"";"";"";"";"";"";"";""
"Liemeer";"Gemiddelde verkoopprijs";"euro";"110772";"273488";"288251";"";"";"";"";"";"";"";""
"Liempde";"Gemiddelde verkoopprijs";"euro";"104049";"";"";"";"";"";"";"";"";"";""
"Lienden";"Gemiddelde verkoopprijs";"euro";"104702";"";"";"";"";"";"";"";"";"";""
"De Lier";"Gemiddelde verkoopprijs";"euro";"105846";"170330";"";"";"";"";"";"";"";"";""
"Lieshout";"Gemiddelde verkoopprijs";"euro";"142234";"";"";"";"";"";"";"";"";"";""
"Liesveld";"Gemiddelde verkoopprijs";"euro";"108307";"224057";"301193";"266961";"";"";"";"";"";"";""
"Limmen";"Gemiddelde verkoopprijs";"euro";"129307";"238327";"";"";"";"";"";"";"";"";""
"Lingewaal";"Gemiddelde verkoopprijs";"euro";"110338";"190331";"252029";"314473";"259607";"";"";"";"";"";""
"Lingewaard";"Gemiddelde verkoopprijs";"euro";"";"";"238810";"237937";"228530";"330854";"390277";"419119";"410498";"449628";"501801"
"Lisse";"Gemiddelde verkoopprijs";"euro";"114577";"210510";"276045";"264441";"270126";"380206";"430324";"489673";"448147";"483779";"548653"
"Lith";"Gemiddelde verkoopprijs";"euro";"113606";"236946";"293718";"291013";"";"";"";"";"";"";""
"Littenseradiel";"Gemiddelde verkoopprijs";"euro";"57983";"117071";"185358";"181900";"175919";"";"";"";"";"";""
"Lochem";"Gemiddelde verkoopprijs";"euro";"95575";"205967";"292421";"303175";"287594";"383972";"437774";"502447";"500226";"547513";"587573"
"Loenen";"Gemiddelde verkoopprijs";"euro";"156255";"369292";"427507";"481965";"";"";"";"";"";"";""
"Loon op Zand";"Gemiddelde verkoopprijs";"euro";"113522";"197403";"273473";"273728";"230471";"312096";"362501";"438484";"414386";"440902";"510783"
"Loosdrecht";"Gemiddelde verkoopprijs";"euro";"176866";"355305";"";"";"";"";"";"";"";"";""
"Lopik";"Gemiddelde verkoopprijs";"euro";"107537";"191173";"267610";"274253";"237263";"340678";"397772";"434177";"450717";"482627";"548830"
"Loppersum";"Gemiddelde verkoopprijs";"euro";"65708";"114180";"160658";"169303";"146694";"215487";"";"";"";"";""
"Losser";"Gemiddelde verkoopprijs";"euro";"90161";"159735";"204494";"211509";"204490";"263808";"327243";"353099";"344779";"387725";"426440"
"Luyksgestel";"Gemiddelde verkoopprijs";"euro";"104058";"";"";"";"";"";"";"";"";"";""
"Maarheeze";"Gemiddelde verkoopprijs";"euro";"125074";"";"";"";"";"";"";"";"";"";""
"Maarn";"Gemiddelde verkoopprijs";"euro";"152767";"333966";"335174";"";"";"";"";"";"";"";""
"Maarssen";"Gemiddelde verkoopprijs";"euro";"111011";"195026";"245748";"271988";"";"";"";"";"";"";""
"Maartensdijk";"Gemiddelde verkoopprijs";"euro";"158929";"294229";"";"";"";"";"";"";"";"";""
"Maasbracht";"Gemiddelde verkoopprijs";"euro";"93852";"165942";"203057";"";"";"";"";"";"";"";""
"Maasbree";"Gemiddelde verkoopprijs";"euro";"104933";"183456";"214816";"";"";"";"";"";"";"";""
"Maasdonk";"Gemiddelde verkoopprijs";"euro";"117575";"212682";"304721";"356114";"";"";"";"";"";"";""
"Maasdriel";"Gemiddelde verkoopprijs";"euro";"106965";"240351";"270387";"268069";"227544";"344312";"405150";"441250";"448639";"468035";"514719"
"Maasgouw";"Gemiddelde verkoopprijs";"euro";"";"";"";"199760";"197665";"268396";"304396";"352095";"344071";"394358";"431950"
"Maashorst";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"";"";"430706";"405092";"466384";"497085"
"Maasland";"Gemiddelde verkoopprijs";"euro";"119444";"272499";"";"";"";"";"";"";"";"";""
"Maassluis";"Gemiddelde verkoopprijs";"euro";"93142";"147529";"213473";"212533";"190420";"295038";"329919";"370478";"378651";"392381";"439928"
"Maastricht";"Gemiddelde verkoopprijs";"euro";"96899";"162594";"210951";"222775";"221578";"316733";"353620";"369617";"374547";"394938";"413671"
"Made";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"";"";"";"";"";""
"Made en Drimmelen";"Gemiddelde verkoopprijs";"euro";"105452";"";"";"";"";"";"";"";"";"";""
"Margraten";"Gemiddelde verkoopprijs";"euro";"111299";"212425";"254989";"262785";"";"";"";"";"";"";""
"Mariekerke";"Gemiddelde verkoopprijs";"euro";"107591";"";"";"";"";"";"";"";"";"";""
"Markelo";"Gemiddelde verkoopprijs";"euro";"114747";"229500";"";"";"";"";"";"";"";"";""
"De Marne";"Gemiddelde verkoopprijs";"euro";"63190";"91475";"149387";"143059";"137543";"";"";"";"";"";""
"Marum";"Gemiddelde verkoopprijs";"euro";"86211";"164593";"205986";"190494";"200709";"";"";"";"";"";""
"Maurik";"Gemiddelde verkoopprijs";"euro";"123285";"";"";"";"";"";"";"";"";"";""
"Medemblik";"Gemiddelde verkoopprijs";"euro";"91040";"155663";"204256";"238920";"202693";"306267";"375268";"419330";"406510";"429347";"461643"
"Meerlo-Wanssum";"Gemiddelde verkoopprijs";"euro";"95931";"191899";"204157";"";"";"";"";"";"";"";""
"Meerssen";"Gemiddelde verkoopprijs";"euro";"121818";"189982";"257599";"249708";"223017";"313281";"355909";"373464";"368487";"392004";"473060"
"Meierijstad";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"349750";"391072";"431530";"435627";"496875";"529884"
"Meijel";"Gemiddelde verkoopprijs";"euro";"114658";"182307";"250919";"";"";"";"";"";"";"";""
"Menaldumadeel";"Gemiddelde verkoopprijs";"euro";"66358";"127783";"181922";"197581";"";"";"";"";"";"";""
"Menameradiel";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"174101";"";"";"";"";"";""
"Menterwolde";"Gemiddelde verkoopprijs";"euro";"67499";"124685";"162149";"176479";"150535";"";"";"";"";"";""
"Meppel";"Gemiddelde verkoopprijs";"euro";"82440";"154376";"204994";"209723";"194267";"259458";"325843";"367173";"359845";"378806";"383606"
"Middelburg (Z.)";"Gemiddelde verkoopprijs";"euro";"88136";"123880";"214129";"206310";"193782";"271151";"321374";"336663";"345346";"376819";"393274"
"Middelharnis";"Gemiddelde verkoopprijs";"euro";"83546";"150647";"237071";"225550";"";"";"";"";"";"";""
"Midden-Delfland";"Gemiddelde verkoopprijs";"euro";"";"";"296425";"288256";"286459";"413768";"428303";"542582";"502410";"582103";"599737"
"Midden-Drenthe";"Gemiddelde verkoopprijs";"euro";"";"169488";"210554";"222046";"212424";"300377";"349627";"400341";"364967";"385893";"446129"
"Midden-Groningen";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"228605";"282704";"310624";"307111";"325791";"368812"
"Middenschouwen";"Gemiddelde verkoopprijs";"euro";"91972";"";"";"";"";"";"";"";"";"";""
"Middenveld";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"";"";"";"";"";""
"Mierlo";"Gemiddelde verkoopprijs";"euro";"116510";"224981";"";"";"";"";"";"";"";"";""
"Mill en Sint Hubert";"Gemiddelde verkoopprijs";"euro";"107956";"182393";"277117";"292327";"224624";"332698";"411139";"";"";"";""
"Millingen aan de Rijn";"Gemiddelde verkoopprijs";"euro";"81177";"159218";"252793";"237673";"";"";"";"";"";"";""
"Moerdijk";"Gemiddelde verkoopprijs";"euro";"";"168076";"234621";"223829";"207917";"286000";"343613";"381545";"375225";"385071";"441988"
"Moergestel";"Gemiddelde verkoopprijs";"euro";"156428";"";"";"";"";"";"";"";"";"";""
"Molenlanden";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"337367";"373551";"450833";"404893";"462800";"498890"
"Molenwaard";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"233072";"";"";"";"";"";""
"Monster";"Gemiddelde verkoopprijs";"euro";"116948";"188761";"";"";"";"";"";"";"";"";""
"Montferland";"Gemiddelde verkoopprijs";"euro";"";"";"245459";"248007";"209455";"299129";"337596";"386876";"357759";"402650";"425653"
"Montfoort";"Gemiddelde verkoopprijs";"euro";"114768";"202799";"245774";"281350";"254345";"353781";"422345";"458538";"478504";"530539";"541636"
"Mook en Middelaar";"Gemiddelde verkoopprijs";"euro";"122668";"177826";"278892";"273056";"298437";"362062";"452951";"452833";"456031";"500990";"526782"
"Moordrecht";"Gemiddelde verkoopprijs";"euro";"103289";"184613";"228117";"";"";"";"";"";"";"";""
"Muiden";"Gemiddelde verkoopprijs";"euro";"129705";"315356";"337798";"342527";"273361";"";"";"";"";"";""
"Naaldwijk";"Gemiddelde verkoopprijs";"euro";"116665";"200629";"";"";"";"";"";"";"";"";""
"Naarden";"Gemiddelde verkoopprijs";"euro";"155451";"347246";"400190";"470051";"471893";"";"";"";"";"";""
"Neder-Betuwe";"Gemiddelde verkoopprijs";"euro";"";"";"265475";"266565";"221278";"333167";"397599";"432118";"410710";"507447";"548255"
